"FIPS","Year","Age Range","Pop","MOE"
"0900150860",2010,"0 to 9 years",1889,244.771321849599
"0900150860",2010,"10 to 14 years",1215,193.793704748116
"0900150860",2010,"15 to 17 years",741,165.601932355876
"0900150860",2010,"Total",3845,353.402037345571
"0900152980",2010,"0 to 9 years",3261,294.010203904558
"0900152980",2010,"10 to 14 years",2620,229.897803382286
"0900152980",2010,"15 to 17 years",1558,216.510969698997
"0900152980",2010,"Total",7439,431.476534703801
"0900156060",2010,"0 to 9 years",10281,700.138557715542
"0900156060",2010,"10 to 14 years",4987,463.815696155272
"0900156060",2010,"15 to 17 years",2674,393.401830194014
"0900156060",2010,"Total",17942,927.407138208457
"0900163480",2010,"0 to 9 years",1144,259.028955910338
"0900163480",2010,"10 to 14 years",729,133.689939786059
"0900163480",2010,"15 to 17 years",492,132.548104475319
"0900163480",2010,"Total",2365,320.215552401816
"0900163970",2010,"0 to 9 years",3459,346.906327414188
"0900163970",2010,"10 to 14 years",2386,266.176633084123
"0900163970",2010,"15 to 17 years",1554,219.317121994613
"0900163970",2010,"Total",7399,489.176859632587
"0900168170",2010,"0 to 9 years",4109,383.224477297576
"0900168170",2010,"10 to 14 years",2644,325.800552485719
"0900168170",2010,"15 to 17 years",1683,256.898812764871
"0900168170",2010,"Total",8436,564.804390917776
"0900168310",2010,"0 to 9 years",502,141.795627577158
"0900168310",2010,"10 to 14 years",241,82.4924238945614
"0900168310",2010,"15 to 17 years",197,77.8973683766018
"0900168310",2010,"Total",940,181.601211449704
"0900173070",2010,"0 to 9 years",15114,794.195819681771
"0900173070",2010,"10 to 14 years",6956,541.63087061208
"0900173070",2010,"15 to 17 years",4217,418.265465942384
"0900173070",2010,"Total",26287,1048.35919416963
"0900174190",2010,"0 to 9 years",5954,497.128755957649
"0900174190",2010,"10 to 14 years",3274,361.387603550537
"0900174190",2010,"15 to 17 years",2158,262.800304413827
"0900174190",2010,"Total",11386,668.432494721793
"0900177200",2010,"0 to 9 years",4533,367.181154200485
"0900177200",2010,"10 to 14 years",2845,324.735276802506
"0900177200",2010,"15 to 17 years",1774,229.078589134821
"0900177200",2010,"Total",9152,541.065615244584
"0900183430",2010,"0 to 9 years",1528,214.053731572239
"0900183430",2010,"10 to 14 years",1110,176.694651871527
"0900183430",2010,"15 to 17 years",726,160.312195418814
"0900183430",2010,"Total",3364,320.530809751574
"0900183500",2010,"0 to 9 years",4084,373.301486736927
"0900183500",2010,"10 to 14 years",2492,293.518312886947
"0900183500",2010,"15 to 17 years",1339,221.634834807166
"0900183500",2010,"Total",7915,524.050570078881
"0900186370",2010,"0 to 9 years",2958,281.309438163742
"0900186370",2010,"10 to 14 years",1769,222.991031209778
"0900186370",2010,"15 to 17 years",1071,182.455474020376
"0900186370",2010,"Total",5798,402.678531834018
"0900302060",2010,"0 to 9 years",2218,264.888655853738
"0900302060",2010,"10 to 14 years",1568,212.362896947654
"0900302060",2010,"15 to 17 years",960,155.66630977832
"0900302060",2010,"Total",4746,373.49163310575
"0900304300",2010,"0 to 9 years",1978,283.113051624258
"0900304300",2010,"10 to 14 years",1698,286.630424065555
"0900304300",2010,"15 to 17 years",783,164.939382804714
"0900304300",2010,"Total",4459,435.333205717184
"0900305910",2010,"0 to 9 years",1447,272.372906141562
"0900305910",2010,"10 to 14 years",1398,274.361075956485
"0900305910",2010,"15 to 17 years",628,150.332963783729
"0900305910",2010,"Total",3473,414.80236257765
"0900308490",2010,"0 to 9 years",7153,612.643452588861
"0900308490",2010,"10 to 14 years",3506,353.836120259083
"0900308490",2010,"15 to 17 years",2329,299.127063302537
"0900308490",2010,"Total",12988,768.120433265513
"0900310100",2010,"0 to 9 years",1539,229.566983688857
"0900310100",2010,"10 to 14 years",800,188.087745480667
"0900310100",2010,"15 to 17 years",371,118.444079632542
"0900310100",2010,"Total",2710,319.54185954269
"0900312270",2010,"0 to 9 years",1005,159.668406392749
"0900312270",2010,"10 to 14 years",932,159.154013458662
"0900312270",2010,"15 to 17 years",516,126.605687076055
"0900312270",2010,"Total",2453,258.5594709153
"0900322070",2010,"0 to 9 years",815,205.569939436679
"0900322070",2010,"10 to 14 years",278,93.3488082409197
"0900322070",2010,"15 to 17 years",134,65.1920240520265
"0900322070",2010,"Total",1227,234.995744642323
"0900322630",2010,"0 to 9 years",6756,576.453814281769
"0900322630",2010,"10 to 14 years",3362,384.240809909619
"0900322630",2010,"15 to 17 years",2209,284.964910120527
"0900322630",2010,"Total",12327,749.096122003045
"0900324800",2010,"0 to 9 years",1441,253.30021713374
"0900324800",2010,"10 to 14 years",646,179.836036433191
"0900324800",2010,"15 to 17 years",335,118.810773922233
"0900324800",2010,"Total",2422,332.592844180388
"0900325990",2010,"0 to 9 years",4785,399.358235172383
"0900325990",2010,"10 to 14 years",2803,283.480158035796
"0900325990",2010,"15 to 17 years",1529,207.193146604804
"0900325990",2010,"Total",9117,531.76780647196
"0900327600",2010,"0 to 9 years",2796,355.974718203414
"0900327600",2010,"10 to 14 years",1796,258.451155926995
"0900327600",2010,"15 to 17 years",1182,205.236449004557
"0900327600",2010,"Total",5774,485.42455644518
"0900331240",2010,"0 to 9 years",4205,363.378590453538
"0900331240",2010,"10 to 14 years",2850,281.939709867198
"0900331240",2010,"15 to 17 years",1718,256.070302846699
"0900331240",2010,"Total",8773,526.408586556109
"0900332640",2010,"0 to 9 years",1330,217.020736336416
"0900332640",2010,"10 to 14 years",854,173.404152199421
"0900332640",2010,"15 to 17 years",604,154.932243254915
"0900332640",2010,"Total",2788,318.073890786402
"0900337070",2010,"0 to 9 years",17857,848.823303167391
"0900337070",2010,"10 to 14 years",9729,724.988275767271
"0900337070",2010,"15 to 17 years",6327,407.845559004876
"0900337070",2010,"Total",33913,1188.46413492373
"0900337140",2010,"0 to 9 years",232,54.3874985635486
"0900337140",2010,"10 to 14 years",159,38.8329756778952
"0900337140",2010,"15 to 17 years",84,24.0831891575846
"0900337140",2010,"Total",475,71.0352025407122
"0900344700",2010,"0 to 9 years",7146,539.161385857704
"0900344700",2010,"10 to 14 years",2993,339.649819667257
"0900344700",2010,"15 to 17 years",2227,304.108533257454
"0900344700",2010,"Total",12366,706.072942407511
"0900345820",2010,"0 to 9 years",844,189.111078469771
"0900345820",2010,"10 to 14 years",450,122.788435937591
"0900345820",2010,"15 to 17 years",391,118.004237212059
"0900345820",2010,"Total",1685,254.489685449136
"0900350440",2010,"0 to 9 years",9925,756.933286360165
"0900350440",2010,"10 to 14 years",3634,402.404025824792
"0900350440",2010,"15 to 17 years",2578,333.216146067384
"0900350440",2010,"Total",16137,919.733657098619
"0900352140",2010,"0 to 9 years",3376,334.173607575464
"0900352140",2010,"10 to 14 years",1704,254.699823321494
"0900352140",2010,"15 to 17 years",1152,185.981181843755
"0900352140",2010,"Total",6232,459.492110922484
"0900360120",2010,"0 to 9 years",1729,321.950306724501
"0900360120",2010,"10 to 14 years",1032,205.97329924046
"0900360120",2010,"15 to 17 years",937,275.118156434649
"0900360120",2010,"Total",3698,470.92143718459
"0900365370",2010,"0 to 9 years",2070,322.330575651768
"0900365370",2010,"10 to 14 years",1126,218.686990925386
"0900365370",2010,"15 to 17 years",529,166.352036356637
"0900365370",2010,"Total",3725,423.549288749255
"0900368940",2010,"0 to 9 years",2988,331.135923753374
"0900368940",2010,"10 to 14 years",2044,270.946489181905
"0900368940",2010,"15 to 17 years",1549,220.780433915689
"0900368940",2010,"Total",6581,481.463394247164
"0900370550",2010,"0 to 9 years",5064,428.544046744322
"0900370550",2010,"10 to 14 years",2924,290.263673235216
"0900370550",2010,"15 to 17 years",1543,194.455650470744
"0900370550",2010,"Total",9531,552.915906806813
"0900371390",2010,"0 to 9 years",2972,344.843442738875
"0900371390",2010,"10 to 14 years",1997,295.575709421461
"0900371390",2010,"15 to 17 years",1317,238.849324889144
"0900371390",2010,"Total",6286,513.157870445344
"0900374540",2010,"0 to 9 years",1489,236.008474424119
"0900374540",2010,"10 to 14 years",1053,209.153054005912
"0900374540",2010,"15 to 17 years",625,135.207248326412
"0900374540",2010,"Total",3167,343.112226538198
"0900382590",2010,"0 to 9 years",7728,475.595416294144
"0900382590",2010,"10 to 14 years",4089,341.796723214252
"0900382590",2010,"15 to 17 years",2929,315.203109121722
"0900382590",2010,"Total",14746,665.108261864187
"0900384900",2010,"0 to 9 years",2594,301.850956599445
"0900384900",2010,"10 to 14 years",1627,222.103579439864
"0900384900",2010,"15 to 17 years",1475,239.835360195281
"0900384900",2010,"Total",5696,444.932579162282
"0900387000",2010,"0 to 9 years",3275,371.784884039144
"0900387000",2010,"10 to 14 years",2017,275.726313579245
"0900387000",2010,"15 to 17 years",1245,267.088000479243
"0900387000",2010,"Total",6537,534.401534428935
"0900387070",2010,"0 to 9 years",1256,249.715838504489
"0900387070",2010,"10 to 14 years",715,154.615652506465
"0900387070",2010,"15 to 17 years",716,160.60510577189
"0900387070",2010,"Total",2687,334.750653472103
"0900502760",2010,"0 to 9 years",556,140.616499743096
"0900502760",2010,"10 to 14 years",177,77.3692445355388
"0900502760",2010,"15 to 17 years",217,93.0591209930547
"0900502760",2010,"Total",950,185.523583406531
"0900504930",2010,"0 to 9 years",390,103.783428349617
"0900504930",2010,"10 to 14 years",245,93.4933152690608
"0900504930",2010,"15 to 17 years",142,55.1543289325507
"0900504930",2010,"Total",777,150.179892129406
"0900508210",2010,"0 to 9 years",138,34.9714169000914
"0900508210",2010,"10 to 14 years",106,30.8058436014987
"0900508210",2010,"15 to 17 years",56,22.2036033111745
"0900508210",2010,"Total",300,51.6236379965612
"0900510940",2010,"0 to 9 years",124,35.9583091927304
"0900510940",2010,"10 to 14 years",50,23.0217288664427
"0900510940",2010,"15 to 17 years",29,14.2126704035519
"0900510940",2010,"Total",203,45
"0900516050",2010,"0 to 9 years",110,32.218007387174
"0900516050",2010,"10 to 14 years",106,27.6586333718787
"0900516050",2010,"15 to 17 years",61,21.095023109729
"0900516050",2010,"Total",277,47.4130783645188
"0900517240",2010,"0 to 9 years",135,39.2810386828047
"0900517240",2010,"10 to 14 years",103,47.5394572960189
"0900517240",2010,"15 to 17 years",111,45.6946386351835
"0900517240",2010,"Total",349,76.7528501099471
"0900532290",2010,"0 to 9 years",202,75.4585979196539
"0900532290",2010,"10 to 14 years",224,89.8943824718764
"0900532290",2010,"15 to 17 years",149,59.4138031100518
"0900532290",2010,"Total",575,131.54847015454
"0900537280",2010,"0 to 9 years",526,130.587135660447
"0900537280",2010,"10 to 14 years",435,108.300507847378
"0900537280",2010,"15 to 17 years",333,113.899078134988
"0900537280",2010,"Total",1294,204.340402270329
"0900540290",2010,"0 to 9 years",270,94.3345111822815
"0900540290",2010,"10 to 14 years",124,78.7718223732319
"0900540290",2010,"15 to 17 years",132,73.3757453113766
"0900540290",2010,"Total",526,143.136298680663
"0900543370",2010,"0 to 9 years",821,158.271917913444
"0900543370",2010,"10 to 14 years",648,123.846679406434
"0900543370",2010,"15 to 17 years",536,169.578890195684
"0900543370",2010,"Total",2005,262.954368664983
"0900549460",2010,"0 to 9 years",243,86.3597128295364
"0900549460",2010,"10 to 14 years",212,92.0489000477464
"0900549460",2010,"15 to 17 years",60,32.2024843762092
"0900549460",2010,"Total",515,130.26127590347
"0900551350",2010,"0 to 9 years",869,214.508741080638
"0900551350",2010,"10 to 14 years",588,169
"0900551350",2010,"15 to 17 years",175,85.2115015710907
"0900551350",2010,"Total",1632,286.069921522693
"0900552630",2010,"0 to 9 years",3687,375.757900781873
"0900552630",2010,"10 to 14 years",2062,300.527868923998
"0900552630",2010,"15 to 17 years",1299,215.076730494026
"0900552630",2010,"Total",7048,527.037949297771
"0900553470",2010,"0 to 9 years",168,48.0624593627917
"0900553470",2010,"10 to 14 years",111,34.0587727318528
"0900553470",2010,"15 to 17 years",78,26.9258240356725
"0900553470",2010,"Total",357,64.7688196588451
"0900554030",2010,"0 to 9 years",333,141.767415155952
"0900554030",2010,"10 to 14 years",187,86.9540108333135
"0900554030",2010,"15 to 17 years",108,75.1664818918645
"0900554030",2010,"Total",628,182.507534091062
"0900560750",2010,"0 to 9 years",1490,228.757513537807
"0900560750",2010,"10 to 14 years",792,145.670861877041
"0900560750",2010,"15 to 17 years",577,123.00406497348
"0900560750",2010,"Total",2859,297.791873629889
"0900565930",2010,"0 to 9 years",214,75.6108457828637
"0900565930",2010,"10 to 14 years",85,37.2155881318568
"0900565930",2010,"15 to 17 years",109,39.4081209904761
"0900565930",2010,"Total",408,93.032252471925
"0900566420",2010,"0 to 9 years",276,118.012711179771
"0900566420",2010,"10 to 14 years",303,143.533968105114
"0900566420",2010,"15 to 17 years",138,73.0616178304313
"0900566420",2010,"Total",717,199.667223148918
"0900567960",2010,"0 to 9 years",239,86.867715521936
"0900567960",2010,"10 to 14 years",84,71.5681493403315
"0900567960",2010,"15 to 17 years",140,67.3572564761956
"0900567960",2010,"Total",463,131.16783142219
"0900575730",2010,"0 to 9 years",578,133.760980857648
"0900575730",2010,"10 to 14 years",780,171.959297509614
"0900575730",2010,"15 to 17 years",378,116.017240098185
"0900575730",2010,"Total",1736,246.823823809615
"0900576570",2010,"0 to 9 years",4090,417.611063071849
"0900576570",2010,"10 to 14 years",2301,317.316876323967
"0900576570",2010,"15 to 17 years",1565,239.710241750327
"0900576570",2010,"Total",7956,576.671483602232
"0900579510",2010,"0 to 9 years",184,58.5576638878294
"0900579510",2010,"10 to 14 years",77,23.7065391822594
"0900579510",2010,"15 to 17 years",67,24.7588368062799
"0900579510",2010,"Total",328,67.8527818147495
"0900579720",2010,"0 to 9 years",367,105.009523377644
"0900579720",2010,"10 to 14 years",251,133.544000239621
"0900579720",2010,"15 to 17 years",119,69.7782200976781
"0900579720",2010,"Total",737,183.657289536789
"0900580490",2010,"0 to 9 years",2425,368.707200906085
"0900580490",2010,"10 to 14 years",1526,268.242427665722
"0900580490",2010,"15 to 17 years",1130,220.204450454572
"0900580490",2010,"Total",5081,506.348694083435
"0900586440",2010,"0 to 9 years",1500,263.751777245197
"0900586440",2010,"10 to 14 years",708,176.181724364362
"0900586440",2010,"15 to 17 years",344,132.909743811355
"0900586440",2010,"Total",2552,343.904056387825
"0900587910",2010,"0 to 9 years",950,190.28925350634
"0900587910",2010,"10 to 14 years",716,149.036908180491
"0900587910",2010,"15 to 17 years",437,129.726635661301
"0900587910",2010,"Total",2103,274.31915718739
"0900700000",2010,"0 to 9 years",0,246
"0900700000",2010,"10 to 14 years",0,173.948268171891
"0900700000",2010,"15 to 17 years",0,173.948268171891
"0900700000",2010,"Total",0,347.896536343781
"0900714300",2010,"0 to 9 years",386,106.536378763313
"0900714300",2010,"10 to 14 years",314,111.946415753252
"0900714300",2010,"15 to 17 years",147,73.2393336944022
"0900714300",2010,"Total",847,171.014619258121
"0900715350",2010,"0 to 9 years",1569,231.78006816808
"0900715350",2010,"10 to 14 years",815,138.657852283958
"0900715350",2010,"15 to 17 years",562,135.624481565829
"0900715350",2010,"Total",2946,302.22839045993
"0900718080",2010,"0 to 9 years",1485,252.267714937921
"0900718080",2010,"10 to 14 years",799,147.898613921835
"0900718080",2010,"15 to 17 years",451,135.948519668292
"0900718080",2010,"Total",2735,322.482557667853
"0900719130",2010,"0 to 9 years",567,135.92645070037
"0900719130",2010,"10 to 14 years",259,91.9238815542512
"0900719130",2010,"15 to 17 years",160,118.067777145164
"0900719130",2010,"Total",986,202.153407094711
"0900720810",2010,"0 to 9 years",808,178.524508121434
"0900720810",2010,"10 to 14 years",748,151.726728034318
"0900720810",2010,"15 to 17 years",337,118.067777145164
"0900720810",2010,"Total",1893,262.358533308905
"0900722280",2010,"0 to 9 years",938,205.026827512889
"0900722280",2010,"10 to 14 years",751,193.403722818357
"0900722280",2010,"15 to 17 years",444,137.931142241337
"0900722280",2010,"Total",2133,313.792925350461
"0900722490",2010,"0 to 9 years",1638,288.738636140022
"0900722490",2010,"10 to 14 years",692,172.626765016321
"0900722490",2010,"15 to 17 years",387,131.228807812919
"0900722490",2010,"Total",2717,361.096939892877
"0900726270",2010,"0 to 9 years",674,169
"0900726270",2010,"10 to 14 years",430,124.197423483742
"0900726270",2010,"15 to 17 years",253,82.8009661779378
"0900726270",2010,"Total",1357,225.481706575057
"0900735230",2010,"0 to 9 years",957,212.160316741845
"0900735230",2010,"10 to 14 years",651,150.986754385939
"0900735230",2010,"15 to 17 years",453,140.121375956704
"0900735230",2010,"Total",2061,295.707625873936
"0900740710",2010,"0 to 9 years",790,198.907013451009
"0900740710",2010,"10 to 14 years",546,130.81666560496
"0900740710",2010,"15 to 17 years",348,121.630588258053
"0900740710",2010,"Total",1684,267.340606717349
"0900747080",2010,"0 to 9 years",581,134.052228627502
"0900747080",2010,"10 to 14 years",350,91.8313671900838
"0900747080",2010,"15 to 17 years",219,68.7677249878168
"0900747080",2010,"Total",1150,176.442625235514
"0900747360",2010,"0 to 9 years",5566,430.375417513594
"0900747360",2010,"10 to 14 years",2541,338.704886294839
"0900747360",2010,"15 to 17 years",1587,228.877696597987
"0900747360",2010,"Total",9694,593.573078904359
"0900757320",2010,"0 to 9 years",757,177.361213347225
"0900757320",2010,"10 to 14 years",654,168.0476123008
"0900757320",2010,"15 to 17 years",567,150.046659409665
"0900757320",2010,"Total",1978,286.724606547816
"0900761800",2010,"0 to 9 years",1095,218.068796484045
"0900761800",2010,"10 to 14 years",619,155.878157546207
"0900761800",2010,"15 to 17 years",510,133.405397192168
"0900761800",2010,"Total",2224,299.41442851005
"0900781680",2010,"0 to 9 years",767,196.494274725754
"0900781680",2010,"10 to 14 years",282,100.702532242243
"0900781680",2010,"15 to 17 years",363,121.671689394041
"0900781680",2010,"Total",1412,252.101170167851
"0900900000",2010,"0 to 9 years",0,246
"0900900000",2010,"10 to 14 years",0,173.948268171891
"0900900000",2010,"15 to 17 years",0,173.948268171891
"0900900000",2010,"Total",0,347.896536343781
"0900901220",2010,"0 to 9 years",2203,353.286003119286
"0900901220",2010,"10 to 14 years",1476,309.919344346235
"0900901220",2010,"15 to 17 years",859,216.540989191423
"0900901220",2010,"Total",4538,517.446615603968
"0900903250",2010,"0 to 9 years",923,222.786893689912
"0900903250",2010,"10 to 14 years",285,125.17587627015
"0900903250",2010,"15 to 17 years",176,89.8053450525079
"0900903250",2010,"Total",1384,270.865280167097
"0900904580",2010,"0 to 9 years",669,139.624496418071
"0900904580",2010,"10 to 14 years",533,125.099960031968
"0900904580",2010,"15 to 17 years",194,76.0263112349929
"0900904580",2010,"Total",1396,202.299283241439
"0900907310",2010,"0 to 9 years",2432,336.43127084146
"0900907310",2010,"10 to 14 years",1690,258.52079220055
"0900907310",2010,"15 to 17 years",1128,182.439030911699
"0900907310",2010,"Total",5250,461.847377387812
"0900914160",2010,"0 to 9 years",3639,356.911753799171
"0900914160",2010,"10 to 14 years",2031,257.10892633279
"0900914160",2010,"15 to 17 years",1669,248.276056034407
"0900914160",2010,"Total",7339,505.105929484103
"0900919550",2010,"0 to 9 years",1644,320.332639610765
"0900919550",2010,"10 to 14 years",781,209.200860418881
"0900919550",2010,"15 to 17 years",373,126.605687076055
"0900919550",2010,"Total",2798,402.997518602782
"0900922910",2010,"0 to 9 years",3006,364.243050723003
"0900922910",2010,"10 to 14 years",1504,229.630137394899
"0900922910",2010,"15 to 17 years",1256,270.601182554696
"0900922910",2010,"Total",5766,508.554815137955
"0900934950",2010,"0 to 9 years",2542,306.218875969461
"0900934950",2010,"10 to 14 years",1672,230.488611432322
"0900934950",2010,"15 to 17 years",1078,184.805302954217
"0900934950",2010,"Total",5292,425.497356043489
"0900935650",2010,"0 to 9 years",6198,530.662793118191
"0900935650",2010,"10 to 14 years",3406,409.518009371993
"0900935650",2010,"15 to 17 years",2475,346.554469023269
"0900935650",2010,"Total",12079,754.591280098041
"0900944560",2010,"0 to 9 years",2065,310.943724812063
"0900944560",2010,"10 to 14 years",1681,229.172424170099
"0900944560",2010,"15 to 17 years",1177,203.03940504247
"0900944560",2010,"Total",4923,436.384005206424
"0900946520",2010,"0 to 9 years",7321,595.981543338382
"0900946520",2010,"10 to 14 years",4242,420.080944580922
"0900946520",2010,"15 to 17 years",2641,333.109591576106
"0900946520",2010,"Total",14204,801.638322437245
"0900946940",2010,"0 to 9 years",843,154.340532589466
"0900946940",2010,"10 to 14 years",682,132.879644791819
"0900946940",2010,"15 to 17 years",271,81.6088230524127
"0900946940",2010,"Total",1796,219.403737433983
"0900947535",2010,"0 to 9 years",6134,517.305519011735
"0900947535",2010,"10 to 14 years",3397,331.651925970587
"0900947535",2010,"15 to 17 years",1902,274.432140974777
"0900947535",2010,"Total",11433,672.986626910223
"0900949950",2010,"0 to 9 years",3772,421.34902396944
"0900949950",2010,"10 to 14 years",2166,330.492057393215
"0900949950",2010,"15 to 17 years",1361,253.148177951175
"0900949950",2010,"Total",7299,592.320858994515
"0900952070",2010,"0 to 9 years",16191,842.941872254546
"0900952070",2010,"10 to 14 years",7976,582.316065380305
"0900952070",2010,"15 to 17 years",5474,422.120835780467
"0900952070",2010,"Total",29641,1108.07445598209
"0900953890",2010,"0 to 9 years",1779,307.358097339244
"0900953890",2010,"10 to 14 years",769,182.584227139148
"0900953890",2010,"15 to 17 years",498,184.805302954217
"0900953890",2010,"Total",3046,402.441300067476
"0900954870",2010,"0 to 9 years",2611,322.380210310745
"0900954870",2010,"10 to 14 years",1700,238.522535622947
"0900954870",2010,"15 to 17 years",910,173.311857643959
"0900954870",2010,"Total",5221,436.874123747333
"0900957600",2010,"0 to 9 years",1603,248.541746996355
"0900957600",2010,"10 to 14 years",834,163.131848515242
"0900957600",2010,"15 to 17 years",852,189.76301009417
"0900957600",2010,"Total",3289,352.69675360003
"0900958300",2010,"0 to 9 years",1621,207.72818778394
"0900958300",2010,"10 to 14 years",819,149.241415163486
"0900958300",2010,"15 to 17 years",512,137.360838669542
"0900958300",2010,"Total",2952,290.330845760488
"0900962290",2010,"0 to 9 years",1155,222.856456042898
"0900962290",2010,"10 to 14 years",649,135.059246258818
"0900962290",2010,"15 to 17 years",365,121.823643025482
"0900962290",2010,"Total",2169,287.657782790593
"0900967610",2010,"0 to 9 years",1540,233.139443252316
"0900967610",2010,"10 to 14 years",1206,211.766380712331
"0900967610",2010,"15 to 17 years",952,196.939076874042
"0900967610",2010,"Total",3698,371.461976519805
"0900969640",2010,"0 to 9 years",1789,229.058944378952
"0900969640",2010,"10 to 14 years",1260,229.71286424578
"0900969640",2010,"15 to 17 years",920,184.567060983264
"0900969640",2010,"Total",3969,373.230491787582
"0900978740",2010,"0 to 9 years",4922,399.847470918599
"0900978740",2010,"10 to 14 years",2584,277.965825237564
"0900978740",2010,"15 to 17 years",2091,301.496268633627
"0900978740",2010,"Total",9597,572.750381929161
"0900980070",2010,"0 to 9 years",16366,812.320749457996
"0900980070",2010,"10 to 14 years",8068,618.535366814219
"0900980070",2010,"15 to 17 years",4841,464.639645316669
"0900980070",2010,"Total",29275,1121.75799529132
"0900982870",2010,"0 to 9 years",6177,621.647810259153
"0900982870",2010,"10 to 14 years",3571,467.309319402042
"0900982870",2010,"15 to 17 years",1913,326.710881361488
"0900982870",2010,"Total",11661,843.54253004813
"0900987560",2010,"0 to 9 years",1593,219.312562339689
"0900987560",2010,"10 to 14 years",1266,249.435362368691
"0900987560",2010,"15 to 17 years",790,153.574086355739
"0900987560",2010,"Total",3649,365.924855673949
"0900987700",2010,"0 to 9 years",977,210.864885649555
"0900987700",2010,"10 to 14 years",744,150.615404258661
"0900987700",2010,"15 to 17 years",394,126.574088975588
"0900987700",2010,"Total",2115,288.392094205094
"0901100000",2010,"0 to 9 years",0,246
"0901100000",2010,"10 to 14 years",0,173.948268171891
"0901100000",2010,"15 to 17 years",0,173.948268171891
"0901100000",2010,"Total",0,347.896536343781
"0901106820",2010,"0 to 9 years",207,61.5386057690617
"0901106820",2010,"10 to 14 years",204,62.2896460095898
"0901106820",2010,"15 to 17 years",151,49.6789693934969
"0901106820",2010,"Total",562,100.672737123811
"0901115910",2010,"0 to 9 years",2406,272.07168173112
"0901115910",2010,"10 to 14 years",1285,233.452350598575
"0901115910",2010,"15 to 17 years",805,174
"0901115910",2010,"Total",4496,398.495922187417
"0901123400",2010,"0 to 9 years",1663,233.730614169389
"0901123400",2010,"10 to 14 years",1173,240.620032416256
"0901123400",2010,"15 to 17 years",793,144.97241116847
"0901123400",2010,"Total",3629,365.438093252469
"0901129910",2010,"0 to 9 years",257,54.9363267792815
"0901129910",2010,"10 to 14 years",125,29.0688837074973
"0901129910",2010,"15 to 17 years",58,22.6274169979695
"0901129910",2010,"Total",440,66.1437827766148
"0901133900",2010,"0 to 9 years",954,201.91334775096
"0901133900",2010,"10 to 14 years",663,184.805302954217
"0901133900",2010,"15 to 17 years",500,150.083310198036
"0901133900",2010,"Total",2117,312.165020461935
"0901134250",2010,"0 to 9 years",5215,447.165517454108
"0901134250",2010,"10 to 14 years",2385,289.620441267532
"0901134250",2010,"15 to 17 years",1436,272.882758707838
"0901134250",2010,"Total",9036,598.5833275326
"0901142390",2010,"0 to 9 years",718,199.837433930683
"0901142390",2010,"10 to 14 years",646,208.038457983133
"0901142390",2010,"15 to 17 years",476,161.941347407016
"0901142390",2010,"Total",1840,330.817170050165
"0901142600",2010,"0 to 9 years",2124,343.75718174316
"0901142600",2010,"10 to 14 years",1302,265.165985752321
"0901142600",2010,"15 to 17 years",453,153.701008454727
"0901142600",2010,"Total",3879,460.549671588201
